file,complexity
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/vi.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/zh-cn.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/lang/zh.js,0
src/main/resources/static/plugins/ckeditor/plugins/specialchar/dialogs/specialchar.js,45
src/main/resources/static/plugins/ckeditor/plugins/table/dialogs/table.js,123
src/main/resources/static/plugins/ckeditor/plugins/tabletools/dialogs/tableCell.js,94
src/main/resources/static/plugins/ckeditor/plugins/wsc/LICENSE.md,None
src/main/resources/static/plugins/ckeditor/plugins/wsc/README.md,None
src/main/resources/static/plugins/ckeditor/plugins/wsc/dialogs/ciframe.html,None
src/main/resources/static/plugins/ckeditor/plugins/wsc/dialogs/tmpFrameset.html,None
src/main/resources/static/plugins/ckeditor/plugins/wsc/dialogs/wsc.css,None
src/main/resources/static/plugins/ckeditor/plugins/wsc/dialogs/wsc.js,444
src/main/resources/static/plugins/ckeditor/plugins/wsc/dialogs/wsc_ie.js,28
src/main/resources/static/plugins/ckeditor/samples/css/samples.css,None
src/main/resources/static/plugins/ckeditor/samples/index.html,None
src/main/resources/static/plugins/ckeditor/samples/js/sample.js,6
src/main/resources/static/plugins/ckeditor/samples/js/sf.js,118
src/main/resources/static/plugins/ckeditor/samples/old/ajax.html,None
src/main/resources/static/plugins/ckeditor/samples/old/api.html,None
src/main/resources/static/plugins/ckeditor/samples/old/appendto.html,None
src/main/resources/static/plugins/ckeditor/samples/old/assets/outputxhtml/outputxhtml.css,None
src/main/resources/static/plugins/ckeditor/samples/old/assets/posteddata.php,0
src/main/resources/static/plugins/ckeditor/samples/old/assets/uilanguages/languages.js,5
src/main/resources/static/plugins/ckeditor/samples/old/datafiltering.html,None
src/main/resources/static/plugins/ckeditor/samples/old/dialog/assets/my_dialog.js,1
src/main/resources/static/plugins/ckeditor/samples/old/dialog/dialog.html,None
src/main/resources/static/plugins/ckeditor/samples/old/divreplace.html,None
src/main/resources/static/plugins/ckeditor/samples/old/enterkey/enterkey.html,None
src/main/resources/static/plugins/ckeditor/samples/old/htmlwriter/assets/outputforflash/swfobject.js,261
src/main/resources/static/plugins/ckeditor/samples/old/htmlwriter/outputforflash.html,None
src/main/resources/static/plugins/ckeditor/samples/old/htmlwriter/outputhtml.html,None
src/main/resources/static/plugins/ckeditor/samples/old/index.html,None
src/main/resources/static/plugins/ckeditor/samples/old/inlineall.html,None
src/main/resources/static/plugins/ckeditor/samples/old/inlinebycode.html,None
src/main/resources/static/plugins/ckeditor/samples/old/inlinetextarea.html,None
src/main/resources/static/plugins/ckeditor/samples/old/jquery.html,None
src/main/resources/static/plugins/ckeditor/samples/old/magicline/magicline.html,None
src/main/resources/static/plugins/ckeditor/samples/old/readonly.html,None
src/main/resources/static/plugins/ckeditor/samples/old/replacebyclass.html,None
src/main/resources/static/plugins/ckeditor/samples/old/replacebycode.html,None
src/main/resources/static/plugins/ckeditor/samples/old/sample.css,None
src/main/resources/static/plugins/ckeditor/samples/old/sample.js,9
src/main/resources/static/plugins/ckeditor/samples/old/sample_posteddata.php,0
src/main/resources/static/plugins/ckeditor/samples/old/tabindex.html,None
src/main/resources/static/plugins/ckeditor/samples/old/toolbar/toolbar.html,None
src/main/resources/static/plugins/ckeditor/samples/old/uicolor.html,None
src/main/resources/static/plugins/ckeditor/samples/old/uilanguages.html,None
src/main/resources/static/plugins/ckeditor/samples/old/wysiwygarea/fullpage.html,None
src/main/resources/static/plugins/ckeditor/samples/old/xhtmlstyle.html,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/css/fontello.css,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/font/LICENSE.txt,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/font/config.json,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/font/fontello.svg,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/index.html,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/js/abstracttoolbarmodifier.js,98
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/js/fulltoolbareditor.js,54
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/js/toolbarmodifier.js,211
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/js/toolbartextmodifier.js,91
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/LICENSE,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/codemirror.css,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/codemirror.js,3512
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/javascript.js,351
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/neo.css,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/show-hint.css,None
src/main/resources/static/plugins/ckeditor/samples/toolbarconfigurator/lib/codemirror/show-hint.js,164
src/main/resources/static/plugins/ckeditor/skins/moono/dialog.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/dialog_ie.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/dialog_ie7.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/dialog_ie8.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/dialog_iequirks.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/editor.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/editor_gecko.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/editor_ie.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/editor_ie7.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/editor_ie8.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/editor_iequirks.css,None
src/main/resources/static/plugins/ckeditor/skins/moono/readme.md,None
src/main/resources/static/plugins/ckeditor/styles.js,0
src/main/resources/static/plugins/colorpicker/bootstrap-colorpicker.css,None
src/main/resources/static/plugins/colorpicker/bootstrap-colorpicker.js,219
src/main/resources/static/plugins/colorpicker/bootstrap-colorpicker.min.css,None
src/main/resources/static/plugins/colorpicker/bootstrap-colorpicker.min.js,225
src/main/resources/static/plugins/datatables/dataTables.bootstrap.css,None
src/main/resources/static/plugins/datatables/dataTables.bootstrap.js,28
src/main/resources/static/plugins/datatables/dataTables.bootstrap.min.js,28
src/main/resources/static/plugins/datatables/extensions/AutoFill/Readme.txt,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/css/dataTables.autoFill.css,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/css/dataTables.autoFill.min.css,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/columns.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/complete-callback.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/fill-both.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/fill-horizontal.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/index.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/scrolling.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/simple.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/examples/step-callback.html,None
src/main/resources/static/plugins/datatables/extensions/AutoFill/js/dataTables.autoFill.js,93
src/main/resources/static/plugins/datatables/extensions/AutoFill/js/dataTables.autoFill.min.js,93
src/main/resources/static/plugins/datatables/extensions/ColReorder/License.txt,None
src/main/resources/static/plugins/datatables/extensions/ColReorder/Readme.md,None
src/main/resources/static/plugins/datatables/extensions/ColReorder/css/dataTables.colReorder.css,None
src/main/resources/static/plugins/datatables/extensions/ColReorder/css/dataTables.colReorder.min.css,None
src/main/resources/static/plugins/datatables/extensions/ColReorder/examples/alt_insert.html,None
src/main/resources/static/plugins/datatables/extensions/ColReorder/examples/col_filter.html,None
